Seed,Scenario,Augmentation,Model,ActualClass,Pred_BENIGN,Pred_DoS Slowhttptest,Pred_DoS slowloris
233407511,Test2,CVAE,XGB-5ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-5ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-5ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-10ep-s233407511,BENIGN,14027,589,384
233407511,Test2,CVAE,MLP-10ep-s233407511,DoS Slowhttptest,162,1349,139
233407511,Test2,CVAE,MLP-10ep-s233407511,DoS slowloris,271,75,1393
233407511,Test2,CVAE,LogReg-10ep-s233407511,BENIGN,13762,326,912
233407511,Test2,CVAE,LogReg-10ep-s233407511,DoS Slowhttptest,96,1419,135
233407511,Test2,CVAE,LogReg-10ep-s233407511,DoS slowloris,40,98,1601
233407511,Test2,CVAE,RF-10ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-10ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-10ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-10ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-10ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-10ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-15ep-s233407511,BENIGN,14571,307,122
233407511,Test2,CVAE,MLP-15ep-s233407511,DoS Slowhttptest,199,1413,38
233407511,Test2,CVAE,MLP-15ep-s233407511,DoS slowloris,559,143,1037
233407511,Test2,CVAE,LogReg-15ep-s233407511,BENIGN,13973,207,820
233407511,Test2,CVAE,LogReg-15ep-s233407511,DoS Slowhttptest,105,1409,136
233407511,Test2,CVAE,LogReg-15ep-s233407511,DoS slowloris,50,72,1617
233407511,Test2,CVAE,RF-15ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-15ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-15ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-15ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-15ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-15ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-20ep-s233407511,BENIGN,14798,84,118
233407511,Test2,CVAE,MLP-20ep-s233407511,DoS Slowhttptest,201,1324,125
233407511,Test2,CVAE,MLP-20ep-s233407511,DoS slowloris,573,54,1112
233407511,Test2,CVAE,LogReg-20ep-s233407511,BENIGN,14006,187,807
233407511,Test2,CVAE,LogReg-20ep-s233407511,DoS Slowhttptest,85,1443,122
233407511,Test2,CVAE,LogReg-20ep-s233407511,DoS slowloris,62,66,1611
233407511,Test2,CVAE,RF-20ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-20ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-20ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-20ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-20ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-20ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-25ep-s233407511,BENIGN,14602,59,339
233407511,Test2,CVAE,MLP-25ep-s233407511,DoS Slowhttptest,290,924,436
233407511,Test2,CVAE,MLP-25ep-s233407511,DoS slowloris,266,5,1468
233407511,Test2,CVAE,LogReg-25ep-s233407511,BENIGN,13999,137,864
233407511,Test2,CVAE,LogReg-25ep-s233407511,DoS Slowhttptest,95,1448,107
233407511,Test2,CVAE,LogReg-25ep-s233407511,DoS slowloris,40,71,1628
233407511,Test2,CVAE,RF-25ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-25ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-25ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-25ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-25ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-25ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-30ep-s233407511,BENIGN,14661,236,103
233407511,Test2,CVAE,MLP-30ep-s233407511,DoS Slowhttptest,45,1507,98
233407511,Test2,CVAE,MLP-30ep-s233407511,DoS slowloris,486,577,676
233407511,Test2,CVAE,LogReg-30ep-s233407511,BENIGN,14116,158,726
233407511,Test2,CVAE,LogReg-30ep-s233407511,DoS Slowhttptest,85,1444,121
233407511,Test2,CVAE,LogReg-30ep-s233407511,DoS slowloris,44,55,1640
233407511,Test2,CVAE,RF-30ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-30ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-30ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-30ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-30ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-30ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-50ep-s233407511,BENIGN,13655,325,1020
233407511,Test2,CVAE,MLP-50ep-s233407511,DoS Slowhttptest,14,1496,140
233407511,Test2,CVAE,MLP-50ep-s233407511,DoS slowloris,173,66,1500
233407511,Test2,CVAE,LogReg-50ep-s233407511,BENIGN,14522,135,343
233407511,Test2,CVAE,LogReg-50ep-s233407511,DoS Slowhttptest,31,1487,132
233407511,Test2,CVAE,LogReg-50ep-s233407511,DoS slowloris,35,36,1668
233407511,Test2,CVAE,RF-50ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-50ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-50ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-50ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-50ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-50ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,CVAE,MLP-100ep-s233407511,BENIGN,13655,325,1020
233407511,Test2,CVAE,MLP-100ep-s233407511,DoS Slowhttptest,14,1496,140
233407511,Test2,CVAE,MLP-100ep-s233407511,DoS slowloris,173,66,1500
233407511,Test2,CVAE,LogReg-100ep-s233407511,BENIGN,14461,135,404
233407511,Test2,CVAE,LogReg-100ep-s233407511,DoS Slowhttptest,28,1524,98
233407511,Test2,CVAE,LogReg-100ep-s233407511,DoS slowloris,34,35,1670
233407511,Test2,CVAE,RF-100ep-s233407511,BENIGN,14996,4,0
233407511,Test2,CVAE,RF-100ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,CVAE,RF-100ep-s233407511,DoS slowloris,4,3,1732
233407511,Test2,CVAE,XGB-100ep-s233407511,BENIGN,14995,3,2
233407511,Test2,CVAE,XGB-100ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,CVAE,XGB-100ep-s233407511,DoS slowloris,3,2,1734
233407511,Test2,GAN,MLP-1ep-s233407511,BENIGN,14031,557,412
233407511,Test2,GAN,MLP-1ep-s233407511,DoS Slowhttptest,342,1027,281
233407511,Test2,GAN,MLP-1ep-s233407511,DoS slowloris,817,30,892
233407511,Test2,GAN,LogReg-1ep-s233407511,BENIGN,12925,1071,1004
233407511,Test2,GAN,LogReg-1ep-s233407511,DoS Slowhttptest,258,1023,369
233407511,Test2,GAN,LogReg-1ep-s233407511,DoS slowloris,770,35,934
233407511,Test2,GAN,RF-1ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-1ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-1ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-1ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-1ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-1ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-2ep-s233407511,BENIGN,13653,675,672
233407511,Test2,GAN,MLP-2ep-s233407511,DoS Slowhttptest,301,1057,292
233407511,Test2,GAN,MLP-2ep-s233407511,DoS slowloris,280,559,900
233407511,Test2,GAN,LogReg-2ep-s233407511,BENIGN,12642,1306,1052
233407511,Test2,GAN,LogReg-2ep-s233407511,DoS Slowhttptest,180,1320,150
233407511,Test2,GAN,LogReg-2ep-s233407511,DoS slowloris,104,98,1537
233407511,Test2,GAN,RF-2ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-2ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-2ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-2ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-2ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-2ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-3ep-s233407511,BENIGN,11791,1420,1789
233407511,Test2,GAN,MLP-3ep-s233407511,DoS Slowhttptest,160,1475,15
233407511,Test2,GAN,MLP-3ep-s233407511,DoS slowloris,242,1199,298
233407511,Test2,GAN,LogReg-3ep-s233407511,BENIGN,12464,978,1558
233407511,Test2,GAN,LogReg-3ep-s233407511,DoS Slowhttptest,167,1318,165
233407511,Test2,GAN,LogReg-3ep-s233407511,DoS slowloris,40,109,1590
233407511,Test2,GAN,RF-3ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-3ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-3ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-3ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-3ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-3ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-5ep-s233407511,BENIGN,14499,56,445
233407511,Test2,GAN,MLP-5ep-s233407511,DoS Slowhttptest,399,537,714
233407511,Test2,GAN,MLP-5ep-s233407511,DoS slowloris,270,46,1423
233407511,Test2,GAN,LogReg-5ep-s233407511,BENIGN,12025,618,2357
233407511,Test2,GAN,LogReg-5ep-s233407511,DoS Slowhttptest,5,1405,240
233407511,Test2,GAN,LogReg-5ep-s233407511,DoS slowloris,29,76,1634
233407511,Test2,GAN,RF-5ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-5ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-5ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-5ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-5ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-5ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-10ep-s233407511,BENIGN,14510,72,418
233407511,Test2,GAN,MLP-10ep-s233407511,DoS Slowhttptest,270,1238,142
233407511,Test2,GAN,MLP-10ep-s233407511,DoS slowloris,262,45,1432
233407511,Test2,GAN,LogReg-10ep-s233407511,BENIGN,13903,208,889
233407511,Test2,GAN,LogReg-10ep-s233407511,DoS Slowhttptest,85,1436,129
233407511,Test2,GAN,LogReg-10ep-s233407511,DoS slowloris,41,129,1569
233407511,Test2,GAN,RF-10ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-10ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-10ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-10ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-10ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-10ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-15ep-s233407511,BENIGN,13289,1031,680
233407511,Test2,GAN,MLP-15ep-s233407511,DoS Slowhttptest,196,1316,138
233407511,Test2,GAN,MLP-15ep-s233407511,DoS slowloris,242,68,1429
233407511,Test2,GAN,LogReg-15ep-s233407511,BENIGN,13921,371,708
233407511,Test2,GAN,LogReg-15ep-s233407511,DoS Slowhttptest,24,1560,66
233407511,Test2,GAN,LogReg-15ep-s233407511,DoS slowloris,36,64,1639
233407511,Test2,GAN,RF-15ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-15ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-15ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-15ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-15ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-15ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-20ep-s233407511,BENIGN,14926,22,52
233407511,Test2,GAN,MLP-20ep-s233407511,DoS Slowhttptest,1097,169,384
233407511,Test2,GAN,MLP-20ep-s233407511,DoS slowloris,599,2,1138
233407511,Test2,GAN,LogReg-20ep-s233407511,BENIGN,14038,320,642
233407511,Test2,GAN,LogReg-20ep-s233407511,DoS Slowhttptest,38,1599,13
233407511,Test2,GAN,LogReg-20ep-s233407511,DoS slowloris,36,50,1653
233407511,Test2,GAN,RF-20ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-20ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-20ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-20ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-20ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-20ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-25ep-s233407511,BENIGN,14551,143,306
233407511,Test2,GAN,MLP-25ep-s233407511,DoS Slowhttptest,19,1598,33
233407511,Test2,GAN,MLP-25ep-s233407511,DoS slowloris,220,153,1366
233407511,Test2,GAN,LogReg-25ep-s233407511,BENIGN,14170,319,511
233407511,Test2,GAN,LogReg-25ep-s233407511,DoS Slowhttptest,42,1586,22
233407511,Test2,GAN,LogReg-25ep-s233407511,DoS slowloris,38,37,1664
233407511,Test2,GAN,RF-25ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-25ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-25ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-25ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-25ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-25ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-30ep-s233407511,BENIGN,14604,32,364
233407511,Test2,GAN,MLP-30ep-s233407511,DoS Slowhttptest,143,1207,300
233407511,Test2,GAN,MLP-30ep-s233407511,DoS slowloris,199,25,1515
233407511,Test2,GAN,LogReg-30ep-s233407511,BENIGN,14257,257,486
233407511,Test2,GAN,LogReg-30ep-s233407511,DoS Slowhttptest,30,1597,23
233407511,Test2,GAN,LogReg-30ep-s233407511,DoS slowloris,35,37,1667
233407511,Test2,GAN,RF-30ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-30ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-30ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-30ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-30ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-30ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-50ep-s233407511,BENIGN,14771,144,85
233407511,Test2,GAN,MLP-50ep-s233407511,DoS Slowhttptest,25,1497,128
233407511,Test2,GAN,MLP-50ep-s233407511,DoS slowloris,357,60,1322
233407511,Test2,GAN,LogReg-50ep-s233407511,BENIGN,14327,257,416
233407511,Test2,GAN,LogReg-50ep-s233407511,DoS Slowhttptest,12,1617,21
233407511,Test2,GAN,LogReg-50ep-s233407511,DoS slowloris,6,41,1692
233407511,Test2,GAN,RF-50ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-50ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-50ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-50ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-50ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-50ep-s233407511,DoS slowloris,3,4,1732
233407511,Test2,GAN,MLP-100ep-s233407511,BENIGN,14709,33,258
233407511,Test2,GAN,MLP-100ep-s233407511,DoS Slowhttptest,236,1267,147
233407511,Test2,GAN,MLP-100ep-s233407511,DoS slowloris,51,27,1661
233407511,Test2,GAN,LogReg-100ep-s233407511,BENIGN,14494,247,259
233407511,Test2,GAN,LogReg-100ep-s233407511,DoS Slowhttptest,12,1633,5
233407511,Test2,GAN,LogReg-100ep-s233407511,DoS slowloris,7,38,1694
233407511,Test2,GAN,RF-100ep-s233407511,BENIGN,14996,4,0
233407511,Test2,GAN,RF-100ep-s233407511,DoS Slowhttptest,1,1645,4
233407511,Test2,GAN,RF-100ep-s233407511,DoS slowloris,4,2,1733
233407511,Test2,GAN,XGB-100ep-s233407511,BENIGN,14996,3,1
233407511,Test2,GAN,XGB-100ep-s233407511,DoS Slowhttptest,0,1645,5
233407511,Test2,GAN,XGB-100ep-s233407511,DoS slowloris,3,4,1732
476689606,Test2,None,MLP-1ep-s476689606,BENIGN,14668,134,198
476689606,Test2,None,MLP-1ep-s476689606,DoS Slowhttptest,380,1151,119
476689606,Test2,None,MLP-1ep-s476689606,DoS slowloris,1064,55,620
476689606,Test2,None,LogReg-1ep-s476689606,BENIGN,13033,1011,956
476689606,Test2,None,LogReg-1ep-s476689606,DoS Slowhttptest,218,1065,367
476689606,Test2,None,LogReg-1ep-s476689606,DoS slowloris,736,49,954
476689606,Test2,None,RF-1ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-1ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-1ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-1ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-1ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-1ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-2ep-s476689606,BENIGN,13433,1032,535
476689606,Test2,None,MLP-2ep-s476689606,DoS Slowhttptest,154,1370,126
476689606,Test2,None,MLP-2ep-s476689606,DoS slowloris,677,103,959
476689606,Test2,None,LogReg-2ep-s476689606,BENIGN,12733,1183,1084
476689606,Test2,None,LogReg-2ep-s476689606,DoS Slowhttptest,145,1371,134
476689606,Test2,None,LogReg-2ep-s476689606,DoS slowloris,103,94,1542
476689606,Test2,None,RF-2ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-2ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-2ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-2ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-2ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-2ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-3ep-s476689606,BENIGN,14179,447,374
476689606,Test2,None,MLP-3ep-s476689606,DoS Slowhttptest,75,1528,47
476689606,Test2,None,MLP-3ep-s476689606,DoS slowloris,689,159,891
476689606,Test2,None,LogReg-3ep-s476689606,BENIGN,12427,842,1731
476689606,Test2,None,LogReg-3ep-s476689606,DoS Slowhttptest,133,1368,149
476689606,Test2,None,LogReg-3ep-s476689606,DoS slowloris,38,118,1583
476689606,Test2,None,RF-3ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-3ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-3ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-3ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-3ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-3ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-5ep-s476689606,BENIGN,14524,212,264
476689606,Test2,None,MLP-5ep-s476689606,DoS Slowhttptest,174,1476,0
476689606,Test2,None,MLP-5ep-s476689606,DoS slowloris,745,565,429
476689606,Test2,None,LogReg-5ep-s476689606,BENIGN,12085,582,2333
476689606,Test2,None,LogReg-5ep-s476689606,DoS Slowhttptest,6,1447,197
476689606,Test2,None,LogReg-5ep-s476689606,DoS slowloris,6,105,1628
476689606,Test2,None,RF-5ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-5ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-5ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-5ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-5ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-5ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-10ep-s476689606,BENIGN,14619,133,248
476689606,Test2,None,MLP-10ep-s476689606,DoS Slowhttptest,282,1343,25
476689606,Test2,None,MLP-10ep-s476689606,DoS slowloris,303,120,1316
476689606,Test2,None,LogReg-10ep-s476689606,BENIGN,14026,217,757
476689606,Test2,None,LogReg-10ep-s476689606,DoS Slowhttptest,60,1478,112
476689606,Test2,None,LogReg-10ep-s476689606,DoS slowloris,43,151,1545
476689606,Test2,None,RF-10ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-10ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-10ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-10ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-10ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-10ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-15ep-s476689606,BENIGN,14658,136,206
476689606,Test2,None,MLP-15ep-s476689606,DoS Slowhttptest,143,1482,25
476689606,Test2,None,MLP-15ep-s476689606,DoS slowloris,227,163,1349
476689606,Test2,None,LogReg-15ep-s476689606,BENIGN,14041,348,611
476689606,Test2,None,LogReg-15ep-s476689606,DoS Slowhttptest,32,1606,12
476689606,Test2,None,LogReg-15ep-s476689606,DoS slowloris,42,61,1636
476689606,Test2,None,RF-15ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-15ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-15ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-15ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-15ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-15ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-20ep-s476689606,BENIGN,12549,1796,655
476689606,Test2,None,MLP-20ep-s476689606,DoS Slowhttptest,125,1406,119
476689606,Test2,None,MLP-20ep-s476689606,DoS slowloris,368,94,1277
476689606,Test2,None,LogReg-20ep-s476689606,BENIGN,14121,308,571
476689606,Test2,None,LogReg-20ep-s476689606,DoS Slowhttptest,27,1613,10
476689606,Test2,None,LogReg-20ep-s476689606,DoS slowloris,16,66,1657
476689606,Test2,None,RF-20ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-20ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-20ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-20ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-20ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-20ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-25ep-s476689606,BENIGN,14418,456,126
476689606,Test2,None,MLP-25ep-s476689606,DoS Slowhttptest,17,1585,48
476689606,Test2,None,MLP-25ep-s476689606,DoS slowloris,45,124,1570
476689606,Test2,None,LogReg-25ep-s476689606,BENIGN,14336,250,414
476689606,Test2,None,LogReg-25ep-s476689606,DoS Slowhttptest,36,1605,9
476689606,Test2,None,LogReg-25ep-s476689606,DoS slowloris,41,32,1666
476689606,Test2,None,RF-25ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-25ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-25ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-25ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-25ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-25ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-30ep-s476689606,BENIGN,14504,268,228
476689606,Test2,None,MLP-30ep-s476689606,DoS Slowhttptest,12,1518,120
476689606,Test2,None,MLP-30ep-s476689606,DoS slowloris,46,79,1614
476689606,Test2,None,LogReg-30ep-s476689606,BENIGN,14328,235,437
476689606,Test2,None,LogReg-30ep-s476689606,DoS Slowhttptest,20,1622,8
476689606,Test2,None,LogReg-30ep-s476689606,DoS slowloris,37,37,1665
476689606,Test2,None,RF-30ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-30ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-30ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-30ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-30ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-30ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-50ep-s476689606,BENIGN,13656,1014,330
476689606,Test2,None,MLP-50ep-s476689606,DoS Slowhttptest,6,1534,110
476689606,Test2,None,MLP-50ep-s476689606,DoS slowloris,159,98,1482
476689606,Test2,None,LogReg-50ep-s476689606,BENIGN,14465,249,286
476689606,Test2,None,LogReg-50ep-s476689606,DoS Slowhttptest,10,1633,7
476689606,Test2,None,LogReg-50ep-s476689606,DoS slowloris,9,43,1687
476689606,Test2,None,RF-50ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-50ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-50ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-50ep-s476689606,BENIGN,14998,1,1
476689606,Test2,None,XGB-50ep-s476689606,DoS Slowhttptest,1,1642,7
476689606,Test2,None,XGB-50ep-s476689606,DoS slowloris,7,4,1728
476689606,Test2,None,MLP-100ep-s476689606,BENIGN,13656,1014,330
476689606,Test2,None,MLP-100ep-s476689606,DoS Slowhttptest,6,1534,110
476689606,Test2,None,MLP-100ep-s476689606,DoS slowloris,159,98,1482
476689606,Test2,None,LogReg-100ep-s476689606,BENIGN,14574,193,233
476689606,Test2,None,LogReg-100ep-s476689606,DoS Slowhttptest,16,1628,6
476689606,Test2,None,LogReg-100ep-s476689606,DoS slowloris,12,37,1690
476689606,Test2,None,RF-100ep-s476689606,BENIGN,14994,6,0
476689606,Test2,None,RF-100ep-s476689606,DoS Slowhttptest,2,1643,5
476689606,Test2,None,RF-100ep-s476689606,DoS slowloris,8,4,1727
476689606,Test2,None,XGB-100ep-s476689606,BENIGN,14998,1,1
